# Sample generated by Stan
# stan_version_major=2
# stan_version_minor=21
# stan_version_patch=0
# init=random
# enable_random_init=1
# seed=18011996
# chain_id=2
# iter=600
# warmup=200
# save_warmup=1
# thin=1
# refresh=10
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=Simulations/simulation_3/chain_data_nngp_2.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alfa_beta_mu.1.1,alfa_beta_mu.1.2,alfa_beta_mu.1.3,alfa_beta_mu.1.4,alfa_beta_mu.1.5,alfa_beta_mu.1.6,alfa_beta_sigma.1.1,alfa_beta_sigma.1.2,alfa_beta_sigma.1.3,alfa_beta_sigma.1.4,alfa_beta_sigma.1.5,alfa_beta_sigma.1.6,alfa_beta_lambda_1.1.1,alfa_beta_lambda_1.1.2,alfa_beta_lambda_1.1.3,alfa_beta_lambda_1.1.4,alfa_beta_lambda_1.1.5,alfa_beta_lambda_1.1.6,alfa_beta_lambda_2.1.1,alfa_beta_lambda_2.1.2,alfa_beta_lambda_2.1.3,alfa_beta_lambda_2.1.4,alfa_beta_lambda_2.1.5,alfa_beta_lambda_2.1.6,alfa_beta_theta.1.1,alfa_beta_theta.1.2,alfa_beta_theta.1.3,alfa_beta_theta.1.4,alfa_beta_theta.1.5,alfa_beta_theta.1.6,beta_mu.1.1,beta_mu.1.2,beta_mu.1.3,beta_mu.1.4,beta_mu.1.5,beta_mu.1.6,beta_sigma.1.1,beta_sigma.1.2,beta_sigma.1.3,beta_sigma.1.4,beta_sigma.1.5,beta_sigma.1.6,beta_lambda_1.1.1,beta_lambda_1.1.2,beta_lambda_1.1.3,beta_lambda_1.1.4,beta_lambda_1.1.5,beta_lambda_1.1.6,beta_lambda_2.1.1,beta_lambda_2.1.2,beta_lambda_2.1.3,beta_lambda_2.1.4,beta_lambda_2.1.5,beta_lambda_2.1.6,beta_theta.1.1,beta_theta.1.2,beta_theta.1.3,beta_theta.1.4,beta_theta.1.5,beta_theta.1.6
12046.4,0.808188,0.111482,6,63,0,-12027.9,-0.0448899,1.03822,1.00756,-0.0232955,0.0110536,0.0716197,-1.21323,-0.0318489,0.248416,-0.056931,0.0390422,-0.0275427,-1.97385,-0.935315,0.0921213,-0.340673,-0.0842542,-0.0757002,-5.04635,0.951285,0.0222205,0.0174044,0.180523,-0.0300631,-0.0012096,0.0557365,0.0252765,0.0688586,1.04908,1.03156,-0.0448899,1.03822,1.00756,-0.0232955,0.0110536,0.0716197,-1.21323,-0.0318489,0.248416,-0.056931,0.0390422,-0.0275427,-6.97385,-0.935315,0.0921213,-0.340673,-0.0842542,-0.0757002,-10.0463,0.951285,0.0222205,0.0174044,0.180523,-0.0300631,-0.0012096,0.0557365,0.0252765,0.0688586,1.04908,1.03156
12049.4,0.996996,0.111482,5,31,0,-12035.2,-0.00068832,1.02643,0.999488,-0.0308936,0.0200175,0.0422502,-1.18346,-0.044167,0.285049,0.00725996,-0.021233,0.0269205,-1.91248,-1.02227,0.225304,-0.39073,-0.122494,-0.0600914,-4.99214,0.926732,0.0697049,0.217128,0.055386,0.105209,0.0142766,0.00681387,0.0295703,0.0380154,1.02387,0.951559,-0.00068832,1.02643,0.999488,-0.0308936,0.0200175,0.0422502,-1.18346,-0.044167,0.285049,0.00725996,-0.021233,0.0269205,-6.91248,-1.02227,0.225304,-0.39073,-0.122494,-0.0600914,-9.99214,0.926732,0.0697049,0.217128,0.055386,0.105209,0.0142766,0.00681387,0.0295703,0.0380154,1.02387,0.951559
12038.4,0.955023,0.111482,5,31,0,-12029.8,-0.0234071,1.01753,0.978868,-0.0205367,0.0559306,-0.0283317,-1.21737,-0.0360404,0.229913,0.0334224,-0.0143563,0.0801138,-1.99191,-1.16027,0.060739,-0.110101,0.0242907,0.177695,-4.99872,0.912417,-0.12095,0.188543,-0.0284388,0.0679771,0.0256786,-0.00387404,0.074754,0.0358052,0.994431,0.959999,-0.0234071,1.01753,0.978868,-0.0205367,0.0559306,-0.0283317,-1.21737,-0.0360404,0.229913,0.0334224,-0.0143563,0.0801138,-6.99191,-1.16027,0.060739,-0.110101,0.0242907,0.177695,-9.99872,0.912417,-0.12095,0.188543,-0.0284388,0.0679771,0.0256786,-0.00387404,0.074754,0.0358052,0.994431,0.959999
12039.4,0.892366,0.111482,5,31,0,-12023.9,-0.0108069,1.02663,0.979135,0.00556949,0.0823848,-0.0275374,-1.2322,-0.0323997,0.246045,0.00368508,-0.00911952,0.0771815,-2.08941,-1.03152,0.01722,-0.201966,0.125495,0.0485779,-5.0275,0.920203,-0.0688078,0.111522,-0.0063487,0.07541,0.0228861,0.00862062,0.0462689,0.0110406,1.01276,0.972381,-0.0108069,1.02663,0.979135,0.00556949,0.0823848,-0.0275374,-1.2322,-0.0323997,0.246045,0.00368508,-0.00911952,0.0771815,-7.08941,-1.03152,0.01722,-0.201966,0.125495,0.0485779,-10.0275,0.920203,-0.0688078,0.111522,-0.0063487,0.07541,0.0228861,0.00862062,0.0462689,0.0110406,1.01276,0.972381
12037.5,0.990298,0.111482,6,63,0,-12023.5,-0.0322347,1.00094,1.04934,-0.00490576,-0.00593827,0.125124,-1.20086,-0.0324189,0.328545,-0.0518823,0.0637916,-0.027963,-1.96949,-1.0046,0.321958,-0.570784,0.197025,-0.0929486,-4.96135,0.961681,0.0910095,0.0663386,0.133579,-0.0873918,0.0619008,-0.0528126,0.0425707,-0.00278419,0.849785,0.942012,-0.0322347,1.00094,1.04934,-0.00490576,-0.00593827,0.125124,-1.20086,-0.0324189,0.328545,-0.0518823,0.0637916,-0.027963,-6.96949,-1.0046,0.321958,-0.570784,0.197025,-0.0929486,-9.96135,0.961681,0.0910095,0.0663386,0.133579,-0.0873918,0.0619008,-0.0528126,0.0425707,-0.00278419,0.849785,0.942012
12043.8,0.938951,0.111482,5,31,0,-12021,-0.0572496,1.02559,0.972021,-0.0449675,0.0946184,0.0326775,-1.16834,-0.0350688,0.280551,-0.0369986,-0.0601503,-0.0389963,-1.8468,-0.893465,0.189356,-0.290693,-0.398736,-0.155633,-5.05885,0.958562,0.0203272,0.0790522,0.0582162,0.082823,-0.00234846,0.0349787,0.00942892,0.019311,0.993082,1.04435,-0.0572496,1.02559,0.972021,-0.0449675,0.0946184,0.0326775,-1.16834,-0.0350688,0.280551,-0.0369986,-0.0601503,-0.0389963,-6.8468,-0.893465,0.189356,-0.290693,-0.398736,-0.155633,-10.0588,0.958562,0.0203272,0.0790522,0.0582162,0.082823,-0.00234846,0.0349787,0.00942892,0.019311,0.993082,1.04435
12036.2,0.918107,0.111482,5,31,0,-12030,-0.0632765,1.02816,1.0381,0.0197126,0.0495885,0.144048,-1.12497,-0.0688154,0.327971,-0.0302298,-0.0879977,-0.0241122,-1.82289,-1.1583,0.366759,-0.278771,-0.0897249,-0.00615574,-4.82253,0.886611,0.101919,0.153467,-0.181472,-0.129282,0.0382745,-0.0382807,0.0478447,0.00862735,0.951426,0.925871,-0.0632765,1.02816,1.0381,0.0197126,0.0495885,0.144048,-1.12497,-0.0688154,0.327971,-0.0302298,-0.0879977,-0.0241122,-6.82289,-1.1583,0.366759,-0.278771,-0.0897249,-0.00615574,-9.82253,0.886611,0.101919,0.153467,-0.181472,-0.129282,0.0382745,-0.0382807,0.0478447,0.00862735,0.951426,0.925871
12036.2,0.830551,0.111482,5,63,0,-12012.1,-0.0699119,1.03482,1.03859,-0.020116,0.055516,0.102595,-1.15434,-0.0351675,0.280921,-0.00932035,-0.0571837,-0.0223447,-1.80103,-1.31149,0.400813,-0.535654,0.118693,-0.11698,-5.01575,1.0275,0.0519189,0.181871,-0.0211305,0.140719,0.00165099,-0.0797281,0.0359557,0.0326331,0.946301,1.03104,-0.0699119,1.03482,1.03859,-0.020116,0.055516,0.102595,-1.15434,-0.0351675,0.280921,-0.00932035,-0.0571837,-0.0223447,-6.80103,-1.31149,0.400813,-0.535654,0.118693,-0.11698,-10.0157,1.0275,0.0519189,0.181871,-0.0211305,0.140719,0.00165099,-0.0797281,0.0359557,0.0326331,0.946301,1.03104
12042.6,0.995721,0.111482,5,31,0,-12025.8,-0.0669917,1.03722,1.02058,-0.0309503,0.0726651,0.109531,-1.16136,-0.0160105,0.288574,-0.0233976,-0.0784332,-0.00179238,-1.89411,-1.29982,0.341742,-0.702558,0.222221,-0.0853836,-5.00872,0.995296,0.0383479,0.121676,-0.0115885,0.0609641,0.00932473,-0.0749376,0.0551716,0.0818706,0.926806,1.00046,-0.0669917,1.03722,1.02058,-0.0309503,0.0726651,0.109531,-1.16136,-0.0160105,0.288574,-0.0233976,-0.0784332,-0.00179238,-6.89411,-1.29982,0.341742,-0.702558,0.222221,-0.0853836,-10.0087,0.995296,0.0383479,0.121676,-0.0115885,0.0609641,0.00932473,-0.0749376,0.0551716,0.0818706,0.926806,1.00046
12041.5,0.990187,0.111482,6,63,0,-12029.6,0.0128026,1.01529,0.985329,-0.0170751,-0.0186903,0.0100062,-1.23383,-0.0140762,0.285695,-0.00630596,0.0753107,-0.030671,-2.05334,-0.657929,0.0600565,-0.241238,-0.187439,-0.154884,-5.03325,0.9389,0.10011,0.12736,0.173608,-0.0359191,0.0204601,0.00334766,0.0198768,0.0672805,0.969672,0.998821,0.0128026,1.01529,0.985329,-0.0170751,-0.0186903,0.0100062,-1.23383,-0.0140762,0.285695,-0.00630596,0.0753107,-0.030671,-7.05334,-0.657929,0.0600565,-0.241238,-0.187439,-0.154884,-10.0333,0.9389,0.10011,0.12736,0.173608,-0.0359191,0.0204601,0.00334766,0.0198768,0.0672805,0.969672,0.998821
12037.7,0.945877,0.111482,5,31,0,-12027.5,0.00468955,1.01054,0.97109,-0.00961082,-0.0253863,0.00196184,-1.22876,-0.0102674,0.296018,-0.0108528,0.0675913,-0.0336659,-2.04863,-0.662212,0.0412211,-0.227357,-0.223514,-0.139095,-5.01542,0.949208,0.10807,0.135182,0.13823,-0.0914334,0.0129263,0.0219207,0.0283506,0.0891333,0.985374,0.994323,0.00468955,1.01054,0.97109,-0.00961082,-0.0253863,0.00196184,-1.22876,-0.0102674,0.296018,-0.0108528,0.0675913,-0.0336659,-7.04863,-0.662212,0.0412211,-0.227357,-0.223514,-0.139095,-10.0154,0.949208,0.10807,0.135182,0.13823,-0.0914334,0.0129263,0.0219207,0.0283506,0.0891333,0.985374,0.994323
12036.1,0.993883,0.111482,5,31,0,-12019.8,-0.0566632,1.06664,1.05857,0.035056,0.0925371,0.111755,-1.1688,0.0103662,0.285496,-0.130874,-0.0103412,0.0223151,-1.85921,-1.04571,0.185171,-0.621183,0.039816,-0.0803293,-5.03126,1.11075,0.0314904,-0.0364226,0.149432,0.12671,0.00824184,-0.0482645,0.0116383,0.0776446,0.932061,1.0076,-0.0566632,1.06664,1.05857,0.035056,0.0925371,0.111755,-1.1688,0.0103662,0.285496,-0.130874,-0.0103412,0.0223151,-6.85921,-1.04571,0.185171,-0.621183,0.039816,-0.0803293,-10.0313,1.11075,0.0314904,-0.0364226,0.149432,0.12671,0.00824184,-0.0482645,0.0116383,0.0776446,0.932061,1.0076
12044.2,0.929099,0.111482,5,31,0,-12023.3,-0.0114792,1.00956,1.02784,0.0230878,0.03291,0.0358037,-1.1887,0.00973636,0.259164,-0.00840932,-0.015897,0.00715659,-1.92436,-0.844147,0.1382,-0.412802,-0.118639,-0.00806654,-5.00396,0.987696,-0.0804087,0.164125,0.130801,-0.0279046,0.031663,-0.0281965,0.0230903,-0.0413355,0.889226,0.985129,-0.0114792,1.00956,1.02784,0.0230878,0.03291,0.0358037,-1.1887,0.00973636,0.259164,-0.00840932,-0.015897,0.00715659,-6.92436,-0.844147,0.1382,-0.412802,-0.118639,-0.00806654,-10.004,0.987696,-0.0804087,0.164125,0.130801,-0.0279046,0.031663,-0.0281965,0.0230903,-0.0413355,0.889226,0.985129
12043.7,0.791943,0.111482,5,31,0,-12030.2,0.0322529,1.04108,0.998435,0.00893461,-0.0423719,0.0296474,-1.1778,-0.04063,0.24685,-0.0513358,0.0227335,-0.00193501,-1.91434,-1.11966,0.111288,-0.553841,-0.0210178,-0.0618344,-4.99912,0.915778,-0.0528187,0.0146501,0.150518,-0.053503,0.0233117,0.0171985,0.0647382,0.0822898,1.01584,0.976052,0.0322529,1.04108,0.998435,0.00893461,-0.0423719,0.0296474,-1.1778,-0.04063,0.24685,-0.0513358,0.0227335,-0.00193501,-6.91434,-1.11966,0.111288,-0.553841,-0.0210178,-0.0618344,-9.99912,0.915778,-0.0528187,0.0146501,0.150518,-0.053503,0.0233117,0.0171985,0.0647382,0.0822898,1.01584,0.976052
12041,0.987945,0.111482,5,31,0,-12030.1,0.0228988,1.02776,0.988381,-0.000981402,-0.0331501,0.0294651,-1.19314,-0.0195306,0.246304,-0.133412,0.00780926,0.0110869,-1.96803,-0.935015,0.225873,-0.795536,-0.0906679,-0.0713671,-5.04418,0.947073,-0.0564265,-0.126323,0.167807,-0.0326827,-0.00166628,-0.00988059,0.0909574,0.0899779,0.953882,1.03302,0.0228988,1.02776,0.988381,-0.000981402,-0.0331501,0.0294651,-1.19314,-0.0195306,0.246304,-0.133412,0.00780926,0.0110869,-6.96803,-0.935015,0.225873,-0.795536,-0.0906679,-0.0713671,-10.0442,0.947073,-0.0564265,-0.126323,0.167807,-0.0326827,-0.00166628,-0.00988059,0.0909574,0.0899779,0.953882,1.03302
12039.5,0.971274,0.111482,6,63,0,-12025,-0.0679446,1.02484,1.01831,0.0220192,0.0465244,0.129691,-1.1694,-0.0599424,0.29633,0.0686854,0.00352175,0.0153685,-1.92791,-1.13776,0.153314,0.016933,0.0739113,0.0556131,-4.962,0.88269,0.0539065,0.224324,0.0414927,0.104618,0.0206339,0.00108241,-0.0293926,0.014152,0.940467,1.00356,-0.0679446,1.02484,1.01831,0.0220192,0.0465244,0.129691,-1.1694,-0.0599424,0.29633,0.0686854,0.00352175,0.0153685,-6.92791,-1.13776,0.153314,0.016933,0.0739113,0.0556131,-9.962,0.88269,0.0539065,0.224324,0.0414927,0.104618,0.0206339,0.00108241,-0.0293926,0.014152,0.940467,1.00356
12038.9,0.963695,0.111482,6,63,0,-12021.9,-0.0273751,1.07159,1.01859,0.0564052,0.0561391,0.0544702,-1.22941,-0.0358603,0.293561,-0.0469298,0.0226567,0.0192365,-1.98208,-1.11238,0.154646,-0.278795,0.021181,-0.00365538,-5.12987,0.998927,0.0581653,0.164998,0.222879,0.00383297,0.0281048,-0.0467263,0.0763832,-0.0386808,0.904884,1.005,-0.0273751,1.07159,1.01859,0.0564052,0.0561391,0.0544702,-1.22941,-0.0358603,0.293561,-0.0469298,0.0226567,0.0192365,-6.98208,-1.11238,0.154646,-0.278795,0.021181,-0.00365538,-10.1299,0.998927,0.0581653,0.164998,0.222879,0.00383297,0.0281048,-0.0467263,0.0763832,-0.0386808,0.904884,1.005
12039.8,0.944549,0.111482,5,31,0,-12023.2,-0.030755,1.00923,1.01305,0.00546955,0.0345493,0.0778353,-1.25162,-0.0456157,0.257349,-0.0304554,0.0164483,0.0868693,-2.04161,-0.872156,0.0575126,-0.213447,-0.10917,-0.115217,-5.07459,0.947637,-0.0321668,0.0529139,0.143498,0.0640521,0.045542,-0.00196341,0.00262607,0.0153373,0.980492,0.977022,-0.030755,1.00923,1.01305,0.00546955,0.0345493,0.0778353,-1.25162,-0.0456157,0.257349,-0.0304554,0.0164483,0.0868693,-7.04161,-0.872156,0.0575126,-0.213447,-0.10917,-0.115217,-10.0746,0.947637,-0.0321668,0.0529139,0.143498,0.0640521,0.045542,-0.00196341,0.00262607,0.0153373,0.980492,0.977022
12045.9,0.993087,0.111482,5,31,0,-12030.2,-0.0361419,1.02194,1.00031,-0.0156876,0.0166941,0.0713039,-1.23545,-0.0231991,0.300535,-0.0182585,0.0163892,0.0150426,-2.02204,-0.99354,0.230856,-0.175087,-0.105158,-0.115079,-5.05887,0.940788,0.0837445,0.059606,0.0898694,0.0185441,0.00397863,-0.0149209,0.0288317,0.0761485,1.00065,1.08178,-0.0361419,1.02194,1.00031,-0.0156876,0.0166941,0.0713039,-1.23545,-0.0231991,0.300535,-0.0182585,0.0163892,0.0150426,-7.02204,-0.99354,0.230856,-0.175087,-0.105158,-0.115079,-10.0589,0.940788,0.0837445,0.059606,0.0898694,0.0185441,0.00397863,-0.0149209,0.0288317,0.0761485,1.00065,1.08178
12042.5,0.9637,0.111482,5,31,0,-12031.1,-0.0117657,0.997585,0.978264,-0.00539635,0.00427644,0.0175692,-1.22645,-0.044705,0.289996,0.00120252,0.103868,-0.00747126,-2.01355,-1.03789,0.254821,-0.300896,0.0828373,0.116253,-5.11693,0.94008,0.0480116,0.257872,0.289868,0.0290415,0.0104458,-0.019009,0.0586869,0.000536154,0.928389,1.05703,-0.0117657,0.997585,0.978264,-0.00539635,0.00427644,0.0175692,-1.22645,-0.044705,0.289996,0.00120252,0.103868,-0.00747126,-7.01355,-1.03789,0.254821,-0.300896,0.0828373,0.116253,-10.1169,0.94008,0.0480116,0.257872,0.289868,0.0290415,0.0104458,-0.019009,0.0586869,0.000536154,0.928389,1.05703
12041.3,0.895456,0.111482,5,31,0,-12028.9,-0.0042244,0.979627,0.978121,0.00167172,0.0127676,0.0303569,-1.23067,-0.0521699,0.294865,0.0281083,0.077956,-0.014578,-2.04075,-1.03911,0.192901,-0.291161,-0.0199745,0.0993381,-5.09126,0.925413,0.026809,0.261506,0.32175,-0.0478535,0.00334359,-0.0169605,0.0357558,-0.0355813,0.905799,1.06817,-0.0042244,0.979627,0.978121,0.00167172,0.0127676,0.0303569,-1.23067,-0.0521699,0.294865,0.0281083,0.077956,-0.014578,-7.04075,-1.03911,0.192901,-0.291161,-0.0199745,0.0993381,-10.0913,0.925413,0.026809,0.261506,0.32175,-0.0478535,0.00334359,-0.0169605,0.0357558,-0.0355813,0.905799,1.06817
12043.4,0.925869,0.111482,6,63,0,-12030,-0.0429544,1.02507,1.05163,0.030578,0.027489,0.0809091,-1.15806,-0.0188841,0.237513,-0.100162,-0.114005,0.0414338,-1.83484,-1.05941,0.181463,-0.639494,-0.168317,0.00601174,-4.93359,0.942389,-0.0476864,-0.0594434,-0.121308,0.0830902,0.0349515,0.00888182,0.0382162,0.0912823,0.948719,0.98929,-0.0429544,1.02507,1.05163,0.030578,0.027489,0.0809091,-1.15806,-0.0188841,0.237513,-0.100162,-0.114005,0.0414338,-6.83484,-1.05941,0.181463,-0.639494,-0.168317,0.00601174,-9.93359,0.942389,-0.0476864,-0.0594434,-0.121308,0.0830902,0.0349515,0.00888182,0.0382162,0.0912823,0.948719,0.98929
12047,0.990662,0.111482,6,63,0,-12036.4,0.0382565,1.03294,0.970979,-0.0198191,-0.0322954,-0.00911103,-1.15904,-0.0169637,0.258801,-0.00940608,-0.0145962,-0.0478155,-1.85034,-0.824709,0.0969177,-0.208768,-0.289502,-0.212032,-4.96238,0.932416,-0.0182166,0.108691,0.159087,-0.127233,-0.0157715,-0.023053,0.0514358,0.0755422,0.998981,1.0233,0.0382565,1.03294,0.970979,-0.0198191,-0.0322954,-0.00911103,-1.15904,-0.0169637,0.258801,-0.00940608,-0.0145962,-0.0478155,-6.85034,-0.824709,0.0969177,-0.208768,-0.289502,-0.212032,-9.96238,0.932416,-0.0182166,0.108691,0.159087,-0.127233,-0.0157715,-0.023053,0.0514358,0.0755422,0.998981,1.0233
12043.9,0.517989,0.111482,5,63,0,-12031.9,0.0189662,1.03131,1.03577,0.0356668,-0.0312348,0.0459605,-1.17546,-0.0199256,0.247918,-0.0652145,-0.0254492,-0.0103027,-1.90705,-0.986247,0.24793,-0.587553,-0.0678268,-0.120575,-4.94265,0.918417,-0.0647671,0.092244,0.104855,-0.0614372,0.0267181,0.0376756,0.0467616,0.0241882,0.999576,1.02308,0.0189662,1.03131,1.03577,0.0356668,-0.0312348,0.0459605,-1.17546,-0.0199256,0.247918,-0.0652145,-0.0254492,-0.0103027,-6.90705,-0.986247,0.24793,-0.587553,-0.0678268,-0.120575,-9.94265,0.918417,-0.0647671,0.092244,0.104855,-0.0614372,0.0267181,0.0376756,0.0467616,0.0241882,0.999576,1.02308
12037.2,0.901547,0.111482,5,63,0,-12023.4,-0.0656455,1.01994,1.01077,-0.0260076,0.0808367,0.0880866,-1.1839,-0.0482699,0.224485,-0.0961888,0.0261536,0.0119213,-1.84078,-1.14826,0.0263987,-0.560466,-0.134635,-0.0088463,-5.02881,0.926263,-0.0681394,-0.0279458,0.277149,-0.0415162,0.0119598,-0.0719591,0.0883012,0.0924459,0.918858,0.984274,-0.0656455,1.01994,1.01077,-0.0260076,0.0808367,0.0880866,-1.1839,-0.0482699,0.224485,-0.0961888,0.0261536,0.0119213,-6.84078,-1.14826,0.0263987,-0.560466,-0.134635,-0.0088463,-10.0288,0.926263,-0.0681394,-0.0279458,0.277149,-0.0415162,0.0119598,-0.0719591,0.0883012,0.0924459,0.918858,0.984274
12034.8,0.890877,0.111482,5,63,0,-12017,0.0432979,1.01953,1.0125,-0.00470333,-0.0693831,0.0279932,-1.2246,-0.00534655,0.270315,-0.0802175,0.00394251,0.0787139,-1.96383,-1.0093,0.0747215,-0.401456,-0.1085,-0.0742653,-5.00444,0.909774,-0.0427086,-0.129119,-0.0386566,0.123753,0.0294551,0.042542,0.0494807,0.0643373,0.984038,1.00957,0.0432979,1.01953,1.0125,-0.00470333,-0.0693831,0.0279932,-1.2246,-0.00534655,0.270315,-0.0802175,0.00394251,0.0787139,-6.96383,-1.0093,0.0747215,-0.401456,-0.1085,-0.0742653,-10.0044,0.909774,-0.0427086,-0.129119,-0.0386566,0.123753,0.0294551,0.042542,0.0494807,0.0643373,0.984038,1.00957
12034.9,0.999825,0.111482,5,31,0,-12019.4,0.0180746,1.05412,1.0203,0.0580668,0.0137247,-0.000272112,-1.16243,0.0138191,0.258674,-0.0511688,0.00156103,0.00745104,-1.84417,-1.02534,0.0633517,-0.470217,-0.111306,0.122631,-5.01644,0.982884,-0.0197622,0.0274816,0.190265,-0.0309748,-0.00353997,-0.0783436,0.0357781,0.0266257,0.949703,0.958469,0.0180746,1.05412,1.0203,0.0580668,0.0137247,-0.000272112,-1.16243,0.0138191,0.258674,-0.0511688,0.00156103,0.00745104,-6.84417,-1.02534,0.0633517,-0.470217,-0.111306,0.122631,-10.0164,0.982884,-0.0197622,0.0274816,0.190265,-0.0309748,-0.00353997,-0.0783436,0.0357781,0.0266257,0.949703,0.958469
12038.3,0.87449,0.111482,5,31,0,-12013.5,-0.0112176,1.07112,1.01363,0.0446473,0.0043605,0.0225693,-1.16334,-0.0343676,0.231783,-0.0258831,-0.0225848,0.0183097,-1.90143,-1.02492,0.14365,-0.325276,0.0269324,-0.121642,-4.96911,1.01071,-0.0122801,0.0278537,0.0527316,0.0221488,-0.00959173,-0.0509829,0.0159311,0.0848456,0.970531,1.06473,-0.0112176,1.07112,1.01363,0.0446473,0.0043605,0.0225693,-1.16334,-0.0343676,0.231783,-0.0258831,-0.0225848,0.0183097,-6.90143,-1.02492,0.14365,-0.325276,0.0269324,-0.121642,-9.96911,1.01071,-0.0122801,0.0278537,0.0527316,0.0221488,-0.00959173,-0.0509829,0.0159311,0.0848456,0.970531,1.06473
12044.6,0.993596,0.111482,5,63,0,-12023.8,0.00148446,1.05712,1.01542,0.027152,-0.00253937,0.0304501,-1.17878,-0.0352984,0.256883,-0.0441378,-0.0223693,0.0114729,-1.94196,-1.09553,0.137546,-0.311606,0.163359,-0.182352,-4.95647,0.943085,-0.0116375,0.0719283,0.0564901,-0.0457652,-0.0113557,-0.0615838,0.0260754,0.0345917,0.917987,1.05904,0.00148446,1.05712,1.01542,0.027152,-0.00253937,0.0304501,-1.17878,-0.0352984,0.256883,-0.0441378,-0.0223693,0.0114729,-6.94196,-1.09553,0.137546,-0.311606,0.163359,-0.182352,-9.95647,0.943085,-0.0116375,0.0719283,0.0564901,-0.0457652,-0.0113557,-0.0615838,0.0260754,0.0345917,0.917987,1.05904
12043,0.934221,0.111482,5,63,0,-12032.2,-0.0557136,0.991328,1.03226,-0.0205721,0.0269562,0.0918419,-1.24072,-0.0189296,0.281346,-0.0146302,0.0293737,0.0951261,-2.01476,-0.999578,0.28706,-0.660662,-0.0422556,0.157055,-5.1501,0.925372,-0.00741163,0.0890397,0.239543,0.147358,0.0466864,0.026781,0.0536773,0.0873032,0.994689,0.916777,-0.0557136,0.991328,1.03226,-0.0205721,0.0269562,0.0918419,-1.24072,-0.0189296,0.281346,-0.0146302,0.0293737,0.0951261,-7.01476,-0.999578,0.28706,-0.660662,-0.0422556,0.157055,-10.1501,0.925372,-0.00741163,0.0890397,0.239543,0.147358,0.0466864,0.026781,0.0536773,0.0873032,0.994689,0.916777
12042.1,0.993342,0.111482,6,63,0,-12030.2,0.00858908,1.01345,1.05,-0.0269488,0.0310415,0.0332699,-1.22693,-0.0328973,0.258616,-0.0177297,-0.0164319,0.107729,-2.03088,-0.955639,0.141783,-0.147134,-0.151497,0.193344,-5.13683,0.950827,-0.012522,0.122425,0.103362,0.294219,0.0410785,0.00600623,0.0205682,-0.0325071,0.947269,0.956084,0.00858908,1.01345,1.05,-0.0269488,0.0310415,0.0332699,-1.22693,-0.0328973,0.258616,-0.0177297,-0.0164319,0.107729,-7.03088,-0.955639,0.141783,-0.147134,-0.151497,0.193344,-10.1368,0.950827,-0.012522,0.122425,0.103362,0.294219,0.0410785,0.00600623,0.0205682,-0.0325071,0.947269,0.956084
12044,0.998587,0.111482,6,63,0,-12025.9,-0.0862784,1.04449,0.999311,0.00518239,0.066403,0.0831736,-1.19615,-0.0630766,0.26979,-0.0436931,-0.0108763,-0.00922726,-1.97303,-1.17008,0.185936,-0.355537,-0.0405613,0.0553932,-5.09038,0.873207,-0.0322432,0.0403154,0.201911,0.0111789,-0.00629106,0.0298678,0.0737023,0.0767405,0.997178,1.05105,-0.0862784,1.04449,0.999311,0.00518239,0.066403,0.0831736,-1.19615,-0.0630766,0.26979,-0.0436931,-0.0108763,-0.00922726,-6.97303,-1.17008,0.185936,-0.355537,-0.0405613,0.0553932,-10.0904,0.873207,-0.0322432,0.0403154,0.201911,0.0111789,-0.00629106,0.0298678,0.0737023,0.0767405,0.997178,1.05105
12040.6,0.973136,0.111482,5,31,0,-12028.5,-0.0825195,1.01583,1.04314,0.00866783,0.0605885,0.106033,-1.2004,-0.0566952,0.283711,-0.04986,-0.0299948,0.098648,-1.89532,-1.07175,0.293843,-0.592918,-0.0779355,-0.066487,-4.99807,0.901899,0.00775703,0.171061,0.0232499,0.112186,-0.0130466,-0.0157938,0.0112423,0.0124681,1.02075,1.01863,-0.0825195,1.01583,1.04314,0.00866783,0.0605885,0.106033,-1.2004,-0.0566952,0.283711,-0.04986,-0.0299948,0.098648,-6.89532,-1.07175,0.293843,-0.592918,-0.0779355,-0.066487,-9.99807,0.901899,0.00775703,0.171061,0.0232499,0.112186,-0.0130466,-0.0157938,0.0112423,0.0124681,1.02075,1.01863
